	track_id	track_name	preview_url	artist	label	artist_id	danceability	energy	loudness	speechiness	acousticness	instrumentalness	valence	loudness_scaled
22	7AB2SDAJW2ngsKjwbeyChp	dear mama - lofi	https://p.scdn.co/mp3-preview/c44b1ac5d792e9475d1b96785d183b3077020e3c?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	3	1ZwdS5xdxEREPySFridCfh	0.382	0.235	-11.776	0.149	0.83	0.853	0.183	0.5769119051
23	1xkzKlPNxhtWsGg6n8d6gM	i get around - lofi	https://p.scdn.co/mp3-preview/cc393d7ffeac4f36d8f2e1ea99b11926d410196f?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	3	1ZwdS5xdxEREPySFridCfh	0.797	0.244	-12.626	0.0449	0.723	0.865	0.0846	0.541640732
24	0y9H6j0WYUapZPTdmT30OT	ghetto gospel - lofi	https://p.scdn.co/mp3-preview/41b99ed6376c4ed6616bcc25edd8afb8eefc03a6?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	3	1ZwdS5xdxEREPySFridCfh	0.684	0.185	-15.218	0.0394	0.979	0.924	0.256	0.4340844018
25	7jLjZ9smPP6r2XFEoh6OiD	so many tears - lofi	https://p.scdn.co/mp3-preview/c91c43424f861fd25eebbf117007d70467144da5?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	3	1ZwdS5xdxEREPySFridCfh	0.68	0.325	-19.968	0.0361	0.44	0.873	0.498	0.2369807876
26	1rKpxQiRHlbg2sdBmDxkNt	lil' homies - lofi	https://p.scdn.co/mp3-preview/8b0ba0731fcf97767cad80d6412f9c06ed228489?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	3	1ZwdS5xdxEREPySFridCfh	0.828	0.219	-14.655	0.102	0.707	0.675	0.211	0.4574463671
27	5hyVxxcxcTQ6IuyG1zqRWX	can't c me - lofi	https://p.scdn.co/mp3-preview/565b55ab4c6bb00f912953f2797acd897ea027f4?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	3	1ZwdS5xdxEREPySFridCfh	0.784	0.267	-16.961	0.0477	0.858	0.616	0.194	0.3617577493
28	0O7eIQL9PMQNWb2sT7zmjl	thugz mansion - lofi	https://p.scdn.co/mp3-preview/9999181be5a112ec403ec3a138cbb6a97e098b2a?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	3	1ZwdS5xdxEREPySFridCfh	0.708	0.121	-15.08	0.194	0.843	0.795	0.205	0.4398107805
29	7BkimT47qGAndVTeVqn2bg	how do u want it - lofi	https://p.scdn.co/mp3-preview/cfa82e50af0939746865cafac272a38a58c70590?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	3	1ZwdS5xdxEREPySFridCfh	0.561	0.264	-19.84	0.0292	0.477	0.833	0.503	0.2422922113
30	6vrtVrW1vtF2EFphv8jN2K	me against the world - lofi	https://p.scdn.co/mp3-preview/639089ff2b853a5bfbf152f000892d963043a2bc?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	3	1ZwdS5xdxEREPySFridCfh	0.638	0.436	-18.482	0.0379	0.678	0.859	0.363	0.2986430972
31	3C0P8K6xq9KlWmAH6cz7P1	old school - lofi	https://p.scdn.co/mp3-preview/3d2d8a8b09cb1a87ec52ef93406bdc0a77b94adc?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	3	1ZwdS5xdxEREPySFridCfh	0.877	0.315	-14.45	0.0515	0.191	0.592	0.27	0.4659529441
32	10oV0whc5E1AnqQBWasiSV	Holler If Ya' Hear Me		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.806	0.779	-9.486	0.105	0.000652	9.4e-05	0.763	0.6719365949
33	3twzslV85VEnJNgjQtXoUW	Pac's Theme - Interlude		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.726	0.653	-10.856	0.0546	0.145	0.0421	0.757	0.615087763
34	6B9vni2r0JgmfKxfBH3spu	Point The Finga		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.563	0.63	-12.107	0.313	0.153	5.94e-06	0.625	0.5631768953
35	3Kb15OjresWJoKrOkP902Q	Something 2 Die 4 - Interlude		2Pac	3	1ZwdS5xdxEREPySFridCfh	0.623	0.306	-13.574	0.0583	0.22	0.499	0.494	0.5023030001
36	0efdIchvGgi1E0S0RuBXPo	Last Wordz		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.758	0.798	-10.39	0.212	0.026	0.00369	0.595	0.6344246649
37	5I742Csv8zl0t9YWabOaFj	Souljah's Revenge		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.822	0.755	-12.239	0.292	0.038	0.0027	0.37	0.5576994896
38	74gpQldgxcfqdJaYQ4t6ya	Peep Game		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.704	0.852	-7.647	0.252	0.0229	0	0.718	0.7482468152
39	4CRnob2KyHVRSdUFPGq6VU	Strugglin'		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.847	0.916	-8.865	0.0803	0.0432	0.077	0.798	0.697705299
40	1D5c74FjltU7wJXiq8aUqj	Guess Who's Back		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.831	0.75	-9.213	0.0792	0.0101	0.0316	0.363	0.6832648658
41	1A2lBE5usgRko2NMZi5R3i	Representin' 93		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.84	0.679	-10.345	0.25	0.114	0.00189	0.532	0.6362919623
42	0WzRs3jLFAqUjntdQKqQHK	Keep Ya Head Up		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.586	0.75	-7.04	0.449	0.133	0	0.614	0.7734345823
43	7hZ2HotOSgLohncIWLCjOp	Strictly 4 My N.I.G.G.A.Z...		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.639	0.627	-10.479	0.29	0.0193	0.116	0.458	0.6307315656
44	3z5zHEPDcO961ZIFS01al9	The Streetz R Deathrow		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.789	0.749	-10.044	0.258	0.0196	0	0.613	0.6487821071
45	30CSqAtNKkLUPNuvcTxqez	I Get Around		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.843	0.531	-9.447	0.102	0.0791	2.58e-06	0.65	0.6735549193
46	2PgU1yOO29Eovl0f6o6XJe	Papa'z Song		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.7	0.623	-10.357	0.243	0.0226	0.0405	0.589	0.6357940163
47	48kSJae5BqFkstEwMOZwTB	5 Deadly Venomz		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.854	0.752	-8.183	0.354	0.0418	0	0.595	0.7260052284
48	0ym6slNFdcf74u7GHUasFT	Holler If Ya' Hear Me - New York Stretch Mix		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.902	0.773	-7.273	0.215	0.0182	0	0.675	0.7637661314
49	0aEdckNkNgk57fHdj4kGCV	Keep Ya Head Up - Madukey Remix		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.732	0.559	-7.756	0.239	0.126	0	0.456	0.743723806
50	12rXTgqinsF8umz1AB6kUh	I Get Around - Remix		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.719	0.909	-6.865	0.182	0.0175	9.02e-05	0.532	0.7806962945
51	4FTEWUmm76Uq62qEwRxG4d	Papa'z Song - Vibe Tribe Remix		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.618	0.816	-6.78	0.145	0.16	0.000546	0.928	0.7842234118
52	2Xl3hWdRfJcFwQHDJfW78I	Flex		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.757	0.672	-8.475	0.265	0.0474	0	0.509	0.7138885431
53	2z4krk6O7Io0qXknVzVtic	Let's Get It On		2Pac	0	1ZwdS5xdxEREPySFridCfh	0.819	0.682	-5.824	0.193	0.098	0	0.567	0.8238931076
54	6ayeqYtOtwVhqVB6k6MKoh	California Love	https://p.scdn.co/mp3-preview/b7e79b213247ee0c5358033199e4365a2eabda8d?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.656	0.882	-3.011	0.0941	0.033	0	0.782	0.9406199427
55	1UDsnzBp8gUCFsrzUDlZI9	Slippin' Into Darkness	https://p.scdn.co/mp3-preview/038a9d6d55413024b32e5f9ee701486d93f67a96?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.81	0.642	-8.647	0.244	0.048	0	0.694	0.7067513175
56	3bKs15o7F9VP6GBExCbb6H	Ride or Die	https://p.scdn.co/mp3-preview/4ddce56c5acdc7502c3db3a69c2b7d42cdf6cff1?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	2	1ZwdS5xdxEREPySFridCfh	0.548	0.59	-9.301	0.475	0.113	0.000722	0.267	0.679613262
57	4L0iAst3yLonw8aGxTRCvb	I Ain't Mad At Cha	https://p.scdn.co/mp3-preview/a68f6ff978ea74526fd4f42c4f9b4dd847aa699e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.839	0.657	-4.959	0.222	0.0526	0.000106	0.615	0.8597867131
58	66men3J5qFERvIY06M5hQ9	Static II	https://p.scdn.co/mp3-preview/d4ed9f0101f93b0caba8eb6e2ced426c8c9e19b7?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.854	0.694	-4.258	0.123	0.00944	0.0719	0.776	0.8888750571
59	7GVCAVH7SZnjrzHI1FmfeA	Runnin'	https://p.scdn.co/mp3-preview/279795b869fb1d8fb699589aa5959a307565fa20?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.697	0.598	-9.604	0.136	0.00522	0	0.387	0.6670401261
60	2AOALeVLtu0LovK3P9P4C2	Me & My Homies	https://p.scdn.co/mp3-preview/6c9f13a3c7c8ffa3481457df6a4c7da2df5fdfbd?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.77	0.613	-5.124	0.0585	0.00653	0.000283	0.897	0.852939956
61	2YYAOdbnG2PhUSQqUoXzc9	Wanted Dead or Alive	https://p.scdn.co/mp3-preview/4f889d297795806946b98ad512f3ee24a66fa7c9?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.805	0.864	-6.6	0.183	0.271	0	0.663	0.7916926014
62	7zVE1OOcU9B3ELvABPEfgB	Be The Realist	https://p.scdn.co/mp3-preview/a54b55ce8cbd6b14bbac8137daff86663d57fc01?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.818	0.627	-7.05	0.184	0.264	0	0.637	0.7730196274
63	00yGGJGV42lSJaqb366yRQ	One Night Stand	https://p.scdn.co/mp3-preview/4300a41c864da0f73e9ce568fd58e55ba2fca00a?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.912	0.465	-12.937	0.36	0.0585	1.71e-05	0.478	0.5287356322
64	3vWQoFIeu3hgctLdA1hJWV	Monday Morning	https://p.scdn.co/mp3-preview/2fd7942df5722aeeaa3a6c9e9b63b9e5bcbb58d8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.791	0.559	-5.826	0.284	0.00057	0.00244	0.688	0.8238101166
65	78iuy2uHJBywmVkmXPmhLx	How Do You Want It	https://p.scdn.co/mp3-preview/5a1ef530699349bfc27f2557cf6f176872123a4a?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.831	0.779	-2.867	0.0931	0.0978	4.64e-06	0.807	0.9465952944
66	7hiDIQujlouMkiMT66DEE8	Live It Up	https://p.scdn.co/mp3-preview/564bd546992ec2d6450bd0852fc9f615b3adbcd8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.641	0.826	-5.23	0.412	0.0966	0	0.557	0.8485414333
67	1AWfyeM1D7mAG5CAN3HLMf	Fatha Figga	https://p.scdn.co/mp3-preview/fa5dc9b62318ae9199fac7d04286727454ae8c77?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.732	0.572	-7.426	0.295	0.389	0	0.816	0.7574173202
68	00P94APWE6dct77jsUUGLV	2 Gangsta	https://p.scdn.co/mp3-preview/ae9b87e0c3cd482b2ab4115d9e31d6c56db05049?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.747	0.619	-8.118	0.396	0.00294	0	0.585	0.7287024358
69	2by5E7IoGhFGbzaqPWZz4T	Soulja's Revenge	https://p.scdn.co/mp3-preview/42358b8a643bfe2d6d092be7fd0bd1e7a852c824?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.743	0.85	-6.206	0.386	0.0595	1.24e-05	0.363	0.8080418275
70	7FfaoyBQ1SZuvItIPxEC1O	What Goes On (In The City)	https://p.scdn.co/mp3-preview/21c1c4b4d10d457272b4566f220884b16705cec5?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.839	0.721	-5.896	0.193	0.0425	0	0.551	0.8209054318
71	20EydXcoMddjmlcqn68AWw	Don't U Trust Me ?	https://p.scdn.co/mp3-preview/2419806c0b9cfdbbfc9474119e10900f5f0c7808?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.66	0.786	-7.712	0.119	0.202	0	0.477	0.7455496079
72	2rrU94LpViHeUMeS81LuKN	Resist The Temptation	https://p.scdn.co/mp3-preview/0d7daa3c3119ec0ca821a2a03eb056ea30ab1a91?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.82	0.691	-5.116	0.352	0.0791	0.000396	0.618	0.85327192
73	2V034x1oTlyNrhM8Chbm7Q	Changes (feat. Roniece)	https://p.scdn.co/mp3-preview/fa1d41911b8b2f9cea77b603f32b0578c0de800d?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.802	0.936	-4.882	0.122	0.0221	6.19e-05	0.667	0.8629818665
74	5moZX7RFP4IQYkl1sYqd2H	Black Cotton (feat. Mouse Man)	https://p.scdn.co/mp3-preview/d61358cbd5dee659fe17aafdb3e3c7c29794b787?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.717	0.499	-7.421	0.259	0.0972	0	0.347	0.7576247977
75	67JEhD4To5Af5cNpDO723j	Flex (feat. Thorough Heads)	https://p.scdn.co/mp3-preview/31e4208617f0c0ee40480d9bb0c223a9973f1f91?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.778	0.762	-5.709	0.294	0.0591	0	0.499	0.8286650898
76	2ZMljgDwmTsMkZfLKs2gYv	Ghetto Gospel	https://p.scdn.co/mp3-preview/3e7843a3a0845e7e7ac4dfa6ba531bd29127cac2?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.831	0.871	-3.228	0.192	0.0171	3.5e-06	0.492	0.9316154197
77	79UhYR0IYf8mQrWFdlYiXt	Dope Fiend's Diner	https://p.scdn.co/mp3-preview/bed28bb02bcf10497ed18ea431824716dbe50db8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.78	0.911	-6.231	0.0475	0.307	2.21e-06	0.665	0.80700444
78	1pFk7OXLDzE2EYYEmn3yXT	CN2	https://p.scdn.co/mp3-preview/0fb47e331991dcdd08cc72e08c12cb9df4370694?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.926	0.789	-6.747	0.251	0.00405	0	0.517	0.7855927632
79	2ehzaUon6lxzT80nQpQpIJ	N.I.G.G.A (Never Ignorant Getting Goals Accomplished) {feat. Mousse Man & Mopreme Shakur}	https://p.scdn.co/mp3-preview/5bbcbb12c5f996c1de07d8deee20b6b7d851963f?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.744	0.67	-7.112	0.287	0.0102	0	0.591	0.7704469065
80	1GzwLJe5Cxjgob8yGWxNZU	Break Em Off (feat. Dub C, Money B & Deb)	https://p.scdn.co/mp3-preview/c7fc5d7b5cc1dcdf3bee8745ecb4fc9a66dbcc72?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	2Pac	0	1ZwdS5xdxEREPySFridCfh	0.897	0.834	-8.086	0.223	0.478	3.06e-05	0.41	0.7300302917
81	3P6yor5UvRGvUU8o21Jxaa	Soldiers Prayer AM	https://p.scdn.co/mp3-preview/2e5599a1fbfc0cd1b1fa24aa24d5d8a25edad88d?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Dead Prez	0	2UBt0GWBuPVXlPisRvWzlD	0.583	0.437	-13.997	0.0404	0.0314	0	0.361	0.4847504046
82	4xCb0QEBDN2HeYiuSUnoSX	Runaway Slave	https://p.scdn.co/mp3-preview/6c3cd4c724d00241196aba8ad06a2b43cf1c5d53?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Dead Prez	2	2UBt0GWBuPVXlPisRvWzlD	0.475	0.749	-6.093	0.271	0.0611	4.12e-06	0.127	0.8127308187
83	0RXg5q7CAUGMJIuxw0ZIZn	Young Black and Just Don't Give a...	https://p.scdn.co/mp3-preview/889618920d0413c2534833ddab77f7bd9df52266?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Dead Prez	2	2UBt0GWBuPVXlPisRvWzlD	0.514	0.735	-6.95	0.398	0.105	0	0.276	0.7771691771
84	5ZD6tmgescY5SOhSZmTjj7	How U Like That	https://p.scdn.co/mp3-preview/00c1b2d628a18007ffcb38384949fdb97cb85ecb?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Dead Prez	0	2UBt0GWBuPVXlPisRvWzlD	0.834	0.714	-9.563	0.213	0.0195	0	0.502	0.6687414416
85	2KZDwrt8t6AGXPYn5cFr45	Jewels	https://p.scdn.co/mp3-preview/13822d892c78139607acab20e1b35306be896af8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Dead Prez	1	2UBt0GWBuPVXlPisRvWzlD	0.673	0.149	-20.683	0.902	0.994	0	0.729	0.2073115067
86	41VQTNoUmfCzHKIHmCRY65	Daddy Loves You	https://p.scdn.co/mp3-preview/9551654337a6c020d623ee84110cc7a4281cc814?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Dead Prez	0	2UBt0GWBuPVXlPisRvWzlD	0.568	0.534	-8.496	0.115	0.00891	2.8e-05	0.296	0.7130171376
87	0qwKK1vJOCyoPMm3j2uKNz	Soul Music	https://p.scdn.co/mp3-preview/99a329845f946b5c7d0c92fade40d5a80e7aad7c?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e	Dead Prez	0	2UBt0GWBuPVXlPisRvWzlD	0.756	0.581	-5.659	0.156	0.0256	2.11e-05	0.505	0.8307398647
